research_item_id,sa_item_id,claude_sonnet_4_thinking_correct,gemini_2_5_pro_correct,grok_4_correct,openai_o3_correct,n_models_correct,all_models_incorrect
RES-007702,SA_0972,0,0,1,0,1,0
RES-007705,SA_0973,0,0,0,0,0,1
RES-007707,SA_0974,1,1,1,0,3,0
RES-007708,SA_0975,0,0,0,0,0,1
RES-007710,SA_0976,0,0,1,0,1,0
RES-007711,SA_0977,0,0,0,0,0,1
RES-007712,SA_0978,0,0,0,0,0,1
RES-007713,SA_0979,0,0,0,0,0,1
RES-007717,SA_0980,0,0,0,0,0,1
RES-007718,SA_0981,0,0,0,0,0,1
RES-007720,SA_0982,0,0,0,0,0,1
RES-007721,SA_0983,0,0,0,0,0,1
RES-007722,SA_0984,0,0,1,1,2,0
RES-007724,SA_0985,0,0,0,0,0,1
RES-007728,SA_0986,0,0,0,0,0,1
RES-007732,SA_0987,1,1,0,0,2,0
RES-007733,SA_0988,0,1,1,1,3,0
RES-007735,SA_0989,0,0,0,0,0,1
RES-007737,SA_0990,0,0,0,0,0,1
RES-007739,SA_0991,0,0,0,0,0,1
RES-007741,SA_0992,0,0,0,0,0,1
RES-007743,SA_0993,0,0,0,0,0,1
RES-007745,SA_0994,0,0,0,0,0,1
RES-007747,SA_0995,1,0,0,0,1,0
RES-007751,SA_0996,0,1,0,1,2,0
RES-007752,SA_0997,0,1,0,0,1,0
RES-007753,SA_0998,1,0,0,0,1,0
RES-007754,SA_0999,0,1,0,0,1,0
RES-007755,SA_1000,0,1,1,1,3,0
RES-007758,SA_1001,1,0,0,0,1,0
RES-007759,SA_1002,1,0,1,1,3,0
RES-007760,SA_1003,0,0,0,0,0,1
RES-007761,SA_1004,0,0,1,0,1,0
RES-007762,SA_1005,1,0,0,0,1,0
RES-007765,SA_1006,0,0,1,0,1,0
RES-007766,SA_1007,0,0,0,0,0,1
RES-007768,SA_1008,1,1,0,0,2,0
RES-007769,SA_1009,1,0,1,1,3,0
RES-007771,SA_1010,0,0,0,0,0,1
RES-007774,SA_1011,0,0,0,0,0,1
RES-007775,SA_1012,0,0,0,0,0,1
RES-007776,SA_1013,1,0,1,1,3,0
RES-007777,SA_1014,0,0,0,0,0,1
RES-007779,SA_1015,1,1,1,1,4,0
RES-007781,SA_1016,0,0,1,1,2,0
RES-007782,SA_1017,0,0,0,0,0,1
RES-007783,SA_1018,0,0,0,0,0,1
RES-007784,SA_1019,0,0,1,0,1,0
RES-007785,SA_1020,0,0,0,0,0,1
RES-007786,SA_1021,0,0,0,0,0,1
RES-007787,SA_1022,0,0,0,0,0,1
RES-007788,SA_1023,0,0,1,0,1,0
RES-007789,SA_1024,0,0,1,1,2,0
RES-007790,SA_1025,0,0,0,0,0,1
RES-007791,SA_1026,0,1,0,0,1,0
RES-007792,SA_1027,0,0,0,0,0,1
RES-007794,SA_1028,0,1,1,1,3,0
RES-007795,SA_1029,1,1,0,1,3,0
RES-007799,SA_1030,0,0,0,0,0,1
RES-007801,SA_1031,0,0,0,0,0,1
RES-007803,SA_1032,0,0,1,1,2,0
RES-007806,SA_1033,0,0,0,0,0,1
RES-007807,SA_1034,0,0,0,0,0,1
RES-007810,SA_1035,0,0,0,0,0,1
RES-007813,SA_1036,1,1,1,1,4,0
RES-007817,SA_1037,0,0,0,0,0,1
RES-007819,SA_1038,0,0,0,0,0,1
RES-007822,SA_1039,1,1,1,1,4,0
RES-007823,SA_1040,0,0,0,0,0,1
RES-007826,SA_1041,0,1,1,0,2,0
RES-007827,SA_1042,1,1,1,1,4,0
RES-007829,SA_1043,0,0,0,0,0,1
RES-007830,SA_1044,0,1,1,1,3,0
RES-007832,SA_1045,0,0,1,0,1,0
RES-007833,SA_1046,0,1,1,0,2,0
RES-007834,SA_1047,0,0,0,0,0,1
RES-007838,SA_1048,0,0,0,0,0,1
RES-007839,SA_1049,0,0,1,0,1,0
RES-007840,SA_1050,0,0,0,0,0,1
RES-007845,SA_1051,0,0,0,0,0,1
RES-007851,SA_1052,0,0,0,0,0,1
RES-007852,SA_1053,0,0,0,0,0,1
RES-007854,SA_1054,0,0,0,0,0,1
RES-007855,SA_1055,1,1,1,1,4,0
RES-007856,SA_1056,0,0,0,0,0,1
RES-007857,SA_1057,0,0,1,0,1,0
RES-007859,SA_1058,0,0,0,0,0,1
RES-007861,SA_1059,1,1,1,1,4,0
RES-007863,SA_1060,0,0,0,0,0,1
RES-007868,SA_1061,0,0,0,0,0,1
RES-007874,SA_1062,0,1,0,0,1,0
RES-007875,SA_1063,0,0,0,0,0,1
RES-007876,SA_1064,0,0,0,0,0,1
RES-007879,SA_1065,0,1,0,0,1,0
RES-007883,SA_1066,0,0,1,0,1,0
RES-007884,SA_1067,0,1,1,0,2,0
RES-007887,SA_1068,0,0,1,1,2,0
RES-007892,SA_1069,0,0,0,0,0,1
RES-007893,SA_1070,0,1,1,1,3,0
RES-007895,SA_1071,1,0,1,1,3,0
RES-007897,SA_1072,0,0,0,0,0,1
RES-007899,SA_1073,1,0,0,0,1,0
RES-007900,SA_1074,1,1,1,1,4,0
RES-007901,SA_1075,0,1,1,1,3,0
RES-007902,SA_1076,0,0,0,0,0,1
RES-007904,SA_1077,0,0,0,0,0,1
RES-007906,SA_1078,0,1,0,1,2,0
RES-007909,SA_1079,0,0,0,0,0,1
RES-007912,SA_1080,0,0,0,0,0,1
RES-007914,SA_1081,0,0,0,0,0,1
RES-007915,SA_1082,1,1,1,1,4,0
RES-007917,SA_1083,0,0,0,0,0,1
RES-007919,SA_1084,0,0,0,0,0,1
RES-007920,SA_1085,0,0,0,0,0,1
RES-007923,SA_1086,0,0,0,0,0,1
RES-007924,SA_1087,0,0,0,0,0,1
RES-007927,SA_1088,0,0,0,0,0,1
RES-007931,SA_1089,0,1,0,1,2,0
RES-007936,SA_1090,0,0,0,0,0,1
RES-007937,SA_1091,0,0,0,0,0,1
RES-007940,SA_1092,0,0,0,0,0,1
RES-007943,SA_1093,0,0,0,0,0,1
RES-007947,SA_1094,0,0,0,0,0,1
RES-007948,SA_1095,0,0,0,0,0,1
RES-007951,SA_1096,0,0,0,0,0,1
RES-007953,SA_1097,0,0,0,0,0,1
RES-007954,SA_1098,0,1,1,1,3,0
RES-007955,SA_1099,0,0,1,0,1,0
RES-007959,SA_1100,0,0,0,0,0,1
RES-007963,SA_1101,1,0,0,0,1,0
RES-007964,SA_1102,0,0,0,0,0,1
RES-007967,SA_1103,0,0,0,0,0,1
RES-007969,SA_1104,0,0,0,1,1,0
RES-007970,SA_1105,0,1,0,1,2,0
RES-007971,SA_1106,0,1,0,0,1,0
RES-007973,SA_1107,1,1,0,1,3,0
RES-007976,SA_1108,0,0,0,0,0,1
RES-007978,SA_1109,0,0,0,0,0,1
RES-007980,SA_1110,0,0,0,0,0,1
RES-007982,SA_1111,0,1,0,1,2,0
RES-007984,SA_1112,0,0,0,0,0,1
RES-007987,SA_1113,1,1,1,1,4,0
RES-007992,SA_1114,1,1,1,1,4,0
RES-007997,SA_1115,1,1,1,1,4,0
RES-008000,SA_1116,0,1,1,1,3,0
RES-008005,SA_1117,0,0,0,0,0,1
RES-008006,SA_1118,0,0,0,1,1,0
RES-008010,SA_1119,1,1,1,1,4,0
RES-008012,SA_1120,0,0,1,1,2,0
RES-008013,SA_1121,0,1,1,0,2,0
RES-008016,SA_1122,0,0,0,0,0,1
RES-008019,SA_1123,1,0,0,0,1,0
RES-008021,SA_1124,0,0,0,0,0,1
RES-008023,SA_1125,0,0,0,0,0,1
RES-008025,SA_1126,1,1,1,1,4,0
RES-008027,SA_1127,0,1,0,0,1,0
RES-008028,SA_1128,0,0,1,0,1,0
RES-008031,SA_1129,0,1,0,0,1,0
RES-008035,SA_1130,0,0,1,0,1,0
RES-008036,SA_1131,1,1,0,1,3,0
RES-008037,SA_1132,0,0,0,0,0,1
RES-008039,SA_1133,0,0,0,0,0,1
RES-008040,SA_1134,0,0,0,0,0,1
RES-008042,SA_1135,0,0,0,0,0,1
RES-008044,SA_1136,0,0,0,0,0,1
RES-008045,SA_1137,0,0,0,0,0,1
RES-008047,SA_1138,0,0,0,0,0,1
RES-008048,SA_1139,0,0,0,0,0,1
RES-008050,SA_1140,0,0,0,0,0,1
RES-008051,SA_1141,0,0,0,0,0,1
RES-008052,SA_1142,0,0,0,0,0,1
RES-008054,SA_1143,0,0,0,0,0,1
RES-008055,SA_1144,0,0,0,0,0,1
RES-008057,SA_1145,0,0,0,0,0,1
RES-008061,SA_1146,0,0,0,0,0,1
RES-008062,SA_1147,0,0,0,0,0,1
RES-008064,SA_1148,0,0,0,0,0,1
RES-008067,SA_1149,1,1,0,0,2,0
RES-008068,SA_1150,1,1,1,0,3,0
RES-008081,SA_1151,0,0,0,0,0,1
RES-008083,SA_1152,1,1,1,0,3,0
RES-008089,SA_1153,0,0,0,0,0,1
RES-008090,SA_1154,0,1,0,0,1,0
RES-008091,SA_1155,0,0,0,0,0,1
RES-008092,SA_1156,1,0,0,0,1,0
RES-008093,SA_1157,0,0,0,0,0,1
RES-008097,SA_1158,0,0,0,0,0,1
RES-008098,SA_1159,0,0,0,0,0,1
RES-008099,SA_1160,0,0,1,0,1,0
RES-008101,SA_1161,0,0,0,0,0,1
RES-008105,SA_1162,0,0,0,0,0,1
RES-008108,SA_1163,0,0,0,0,0,1
RES-008110,SA_1164,1,1,1,0,3,0
RES-008113,SA_1165,0,0,0,0,0,1
RES-008114,SA_1166,0,0,0,0,0,1
RES-008115,SA_1167,0,0,1,0,1,0
RES-008118,SA_1168,1,1,1,1,4,0
RES-008120,SA_1169,0,1,0,0,1,0
RES-008121,SA_1170,0,0,0,0,0,1
RES-008123,SA_1171,0,0,1,0,1,0
RES-008124,SA_1172,0,1,1,1,3,0
RES-008126,SA_1173,0,0,0,0,0,1
RES-008128,SA_1174,0,0,0,0,0,1
RES-008129,SA_1175,0,0,0,0,0,1
RES-008132,SA_1176,1,0,0,0,1,0
RES-008134,SA_1177,0,0,0,0,0,1
RES-008135,SA_1178,0,1,0,0,1,0
RES-008141,SA_1179,0,0,1,1,2,0
RES-008143,SA_1180,0,0,0,0,0,1
RES-008145,SA_1181,0,0,0,0,0,1
RES-008148,SA_1182,0,0,0,0,0,1
RES-008156,SA_1183,0,0,0,1,1,0
RES-008158,SA_1184,0,0,0,0,0,1
RES-008159,SA_1185,0,0,0,0,0,1
RES-008161,SA_1186,0,0,0,0,0,1
RES-008164,SA_1187,1,1,0,1,3,0
RES-008167,SA_1188,0,1,1,0,2,0
RES-008171,SA_1189,0,0,0,0,0,1
RES-008176,SA_1190,1,1,1,1,4,0
RES-008182,SA_1191,0,0,0,0,0,1
RES-008187,SA_1192,1,0,1,0,2,0
RES-008188,SA_1193,0,0,0,0,0,1
RES-008193,SA_1194,0,0,0,0,0,1
RES-008196,SA_1195,0,0,1,0,1,0
RES-008200,SA_1196,0,0,0,0,0,1
RES-008205,SA_1197,0,1,0,0,1,0
RES-008209,SA_1198,0,0,0,0,0,1
RES-008212,SA_1199,0,0,0,0,0,1
RES-008215,SA_1200,0,0,0,0,0,1
RES-008218,SA_1201,0,0,0,0,0,1
RES-008221,SA_1202,0,0,0,0,0,1
RES-008222,SA_1203,1,0,1,1,3,0
RES-008226,SA_1204,0,0,0,0,0,1
RES-008227,SA_1205,0,0,0,0,0,1
RES-008230,SA_1206,0,1,1,1,3,0
RES-008235,SA_1207,0,0,0,0,0,1
RES-008237,SA_1208,0,0,0,0,0,1
RES-008240,SA_1209,1,1,0,1,3,0
RES-008241,SA_1210,1,1,0,0,2,0
RES-008244,SA_1211,1,1,1,1,4,0
RES-008245,SA_1212,0,0,0,0,0,1
RES-008247,SA_1213,0,0,0,0,0,1
RES-008248,SA_1214,0,0,0,1,1,0
RES-008250,SA_1215,0,1,0,0,1,0
RES-008255,SA_1216,0,0,1,0,1,0
RES-008260,SA_1217,0,0,0,0,0,1
RES-008263,SA_1218,0,0,0,0,0,1
RES-008264,SA_1219,0,0,1,0,1,0
RES-008266,SA_1220,0,0,0,0,0,1
RES-008269,SA_1221,0,1,1,0,2,0
RES-008273,SA_1222,1,1,1,1,4,0
RES-008276,SA_1223,0,0,0,0,0,1
RES-008279,SA_1224,0,0,0,0,0,1
RES-008282,SA_1225,0,0,0,0,0,1
RES-008286,SA_1226,0,0,0,0,0,1
RES-008287,SA_1227,0,0,0,0,0,1
RES-008289,SA_1228,0,0,0,0,0,1
RES-008293,SA_1229,0,0,0,0,0,1
RES-008295,SA_1230,0,1,0,0,1,0
RES-008297,SA_1231,0,0,0,1,1,0
RES-008300,SA_1232,0,1,1,1,3,0
RES-008302,SA_1233,1,0,1,0,2,0
RES-008303,SA_1234,0,0,0,0,0,1
RES-008304,SA_1235,0,1,1,0,2,0
RES-008306,SA_1236,0,0,1,0,1,0
RES-008308,SA_1237,0,0,0,0,0,1
RES-008310,SA_1238,0,0,0,0,0,1
RES-008313,SA_1239,0,0,0,0,0,1
RES-008315,SA_1240,0,0,0,0,0,1
RES-008316,SA_1241,1,1,0,1,3,0
RES-008317,SA_1242,0,0,0,0,0,1
RES-008318,SA_1243,1,0,0,0,1,0
RES-008320,SA_1244,0,0,0,0,0,1
RES-008321,SA_1245,1,1,0,1,3,0
RES-008323,SA_1246,0,0,0,0,0,1
RES-008324,SA_1247,0,0,0,0,0,1
RES-008325,SA_1248,0,0,0,0,0,1
RES-008327,SA_1249,0,0,0,0,0,1
RES-008329,SA_1250,0,0,0,0,0,1
RES-008331,SA_1251,0,0,0,0,0,1
RES-008333,SA_1252,0,0,0,0,0,1
RES-008334,SA_1253,0,0,0,0,0,1
RES-008335,SA_1254,1,1,1,1,4,0
RES-008336,SA_1255,0,0,1,0,1,0
RES-008341,SA_1256,1,1,1,1,4,0
RES-008342,SA_1257,1,1,0,1,3,0
RES-008348,SA_1258,0,0,0,0,0,1
RES-008349,SA_1259,0,0,0,0,0,1
RES-008351,SA_1260,0,0,0,0,0,1
RES-008353,SA_1261,1,1,0,0,2,0
RES-008360,SA_1262,0,0,0,0,0,1
RES-008370,SA_1263,0,0,0,0,0,1
RES-008372,SA_1264,0,0,0,0,0,1
RES-008379,SA_1265,0,0,0,0,0,1
RES-008383,SA_1266,1,0,0,0,1,0
RES-008386,SA_1267,1,1,1,1,4,0
RES-008390,SA_1268,0,0,0,0,0,1
RES-008394,SA_1269,0,0,0,0,0,1
RES-008399,SA_1270,1,1,0,0,2,0
RES-008402,SA_1271,0,0,1,0,1,0
RES-008406,SA_1272,0,0,0,0,0,1
RES-008409,SA_1273,0,0,1,0,1,0
RES-008412,SA_1274,0,0,0,0,0,1
RES-008415,SA_1275,0,0,0,0,0,1
RES-008417,SA_1276,0,0,0,0,0,1
RES-008419,SA_1277,0,0,0,0,0,1
RES-008423,SA_1278,0,0,0,0,0,1
RES-008427,SA_1279,0,0,0,0,0,1
RES-008429,SA_1280,0,0,0,0,0,1
RES-008434,SA_1281,1,1,1,1,4,0
RES-008439,SA_1282,1,1,1,1,4,0
RES-008468,SA_1283,0,1,0,1,2,0
RES-008481,SA_1284,1,0,0,0,1,0
RES-008485,SA_1285,1,1,1,1,4,0
RES-008507,SA_1286,0,0,1,0,1,0
RES-008509,SA_1287,0,1,0,0,1,0
RES-008515,SA_1288,0,0,0,0,0,1
RES-008518,SA_1289,0,0,1,0,1,0
RES-008589,SA_1290,0,0,0,0,0,1
RES-008590,SA_1291,1,1,1,1,4,0
RES-008603,SA_1292,0,0,0,0,0,1
RES-008620,SA_1293,0,0,0,0,0,1
RES-008621,SA_1294,0,0,0,0,0,1
RES-008640,SA_1295,0,0,0,0,0,1
RES-008641,SA_1296,0,1,1,0,2,0
RES-008652,SA_1297,0,0,0,0,0,1
RES-008770,SA_1298,0,0,0,0,0,1
RES-008842,SA_1299,0,0,0,0,0,1
RES-008851,SA_1300,1,0,0,0,1,0
RES-008864,SA_1301,0,1,0,0,1,0
RES-008871,SA_1302,0,0,0,0,0,1
RES-008896,SA_1303,0,0,0,0,0,1
RES-008904,SA_1304,0,0,0,0,0,1
RES-008912,SA_1305,0,0,0,0,0,1
RES-008914,SA_1306,0,0,0,1,1,0
RES-008929,SA_1307,0,0,0,0,0,1
RES-008942,SA_1308,0,0,0,0,0,1
RES-008945,SA_1309,0,0,0,0,0,1
RES-008946,SA_1310,0,1,0,1,2,0
RES-008965,SA_1311,1,1,0,1,3,0
RES-008974,SA_1312,0,1,0,0,1,0
RES-008977,SA_1313,1,1,0,0,2,0
RES-008981,SA_1314,0,0,0,0,0,1
RES-008994,SA_1315,0,0,0,0,0,1
RES-009007,SA_1316,0,0,0,0,0,1
RES-009029,SA_1317,0,1,0,0,1,0
RES-009030,SA_1318,1,1,1,1,4,0
RES-009033,SA_1319,0,0,0,0,0,1
RES-009040,SA_1320,0,1,0,1,2,0
RES-009046,SA_1321,0,0,0,0,0,1
RES-009050,SA_1322,0,0,0,0,0,1
RES-009053,SA_1323,0,0,0,0,0,1
RES-009056,SA_1324,0,0,0,0,0,1
RES-009108,SA_1325,1,0,0,0,1,0
RES-009152,SA_1326,1,1,0,0,2,0
RES-009155,SA_1327,0,0,0,0,0,1
RES-009157,SA_1328,1,1,1,0,3,0
RES-009162,SA_1329,0,0,0,0,0,1
RES-009175,SA_1330,0,0,0,0,0,1
RES-009199,SA_1331,0,0,0,1,1,0
RES-009204,SA_1332,0,0,0,0,0,1
RES-009210,SA_1333,0,0,0,0,0,1
RES-009222,SA_1334,0,0,0,0,0,1
RES-009230,SA_1335,0,0,0,0,0,1
RES-009232,SA_1336,0,0,0,0,0,1
RES-009235,SA_1337,0,0,0,0,0,1
RES-009240,SA_1338,0,1,0,0,1,0
RES-009271,SA_1339,0,1,0,0,1,0
RES-009277,SA_1340,0,1,0,1,2,0
RES-009293,SA_1341,0,0,0,0,0,1
RES-009320,SA_1342,0,0,1,0,1,0
RES-009331,SA_1343,0,0,0,0,0,1
RES-009336,SA_1344,0,0,0,0,0,1
RES-009355,SA_1345,0,0,0,0,0,1
RES-009358,SA_1346,0,0,0,0,0,1
RES-009375,SA_1347,0,0,1,0,1,0
RES-009390,SA_1348,1,1,1,1,4,0
RES-009416,SA_1349,0,0,0,0,0,1
RES-009481,SA_1350,0,0,0,0,0,1
RES-009511,SA_1351,0,1,0,0,1,0
RES-009516,SA_1352,0,1,0,1,2,0
RES-009554,SA_1353,0,1,0,0,1,0
RES-009560,SA_1354,0,1,0,0,1,0
RES-009566,SA_1355,0,0,1,0,1,0
RES-009568,SA_1356,0,0,0,0,0,1
RES-009574,SA_1357,0,0,0,0,0,1
RES-009580,SA_1358,0,0,0,0,0,1
RES-009587,SA_1359,0,1,0,1,2,0
RES-009588,SA_1360,0,0,0,0,0,1
RES-009607,SA_1361,0,0,0,0,0,1
RES-009614,SA_1362,0,0,0,0,0,1
RES-009615,SA_1363,0,0,0,0,0,1
RES-009627,SA_1364,0,0,0,0,0,1
RES-009648,SA_1365,0,0,0,0,0,1
RES-009657,SA_1366,0,0,0,0,0,1
RES-009666,SA_1367,0,1,0,0,1,0
RES-009688,SA_1368,0,1,0,0,1,0
RES-009697,SA_1369,0,0,0,0,0,1
RES-009703,SA_1370,1,0,0,0,1,0
RES-009719,SA_1371,0,0,0,0,0,1
RES-009733,SA_1372,1,1,1,1,4,0
RES-009752,SA_1373,0,0,0,0,0,1
RES-009839,SA_1374,0,1,1,1,3,0
RES-009844,SA_1375,1,0,1,0,2,0
RES-009875,SA_1376,0,0,0,0,0,1
RES-009909,SA_1377,1,1,1,1,4,0
RES-009955,SA_1378,0,1,0,1,2,0
RES-009958,SA_1379,1,1,1,1,4,0
RES-009975,SA_1380,0,0,0,0,0,1
RES-009977,SA_1381,0,0,0,0,0,1
RES-010011,SA_1382,0,0,0,0,0,1
RES-010021,SA_1383,0,0,0,0,0,1
RES-010045,SA_1384,0,0,0,0,0,1
RES-010047,SA_1385,1,0,1,1,3,0
RES-010061,SA_1386,0,0,1,0,1,0
RES-010110,SA_1387,0,1,0,0,1,0
RES-010111,SA_1388,0,0,0,0,0,1
RES-010144,SA_1389,0,1,0,0,1,0
RES-010161,SA_1390,0,0,0,1,1,0
RES-010182,SA_1391,0,0,0,0,0,1
RES-010245,SA_1392,1,0,0,0,1,0
RES-010280,SA_1393,0,1,0,0,1,0
RES-010291,SA_1394,0,0,0,0,0,1
RES-010301,SA_1395,0,0,0,0,0,1
RES-010305,SA_1396,0,0,0,0,0,1
RES-010306,SA_1397,0,0,0,0,0,1
RES-010308,SA_1398,0,1,1,0,2,0
RES-010312,SA_1399,0,0,0,0,0,1
RES-010323,SA_1400,1,1,1,0,3,0
RES-010325,SA_1401,0,1,1,0,2,0
RES-010339,SA_1402,1,1,1,1,4,0
RES-010382,SA_1403,0,1,0,0,1,0
RES-010441,SA_1404,0,0,0,0,0,1
RES-010488,SA_1405,0,0,0,0,0,1
RES-010490,SA_1406,0,0,0,0,0,1
RES-010494,SA_1407,0,0,0,1,1,0
RES-010498,SA_1408,0,0,0,0,0,1
RES-010505,SA_1409,0,0,0,0,0,1
RES-010508,SA_1410,0,1,0,0,1,0
RES-010513,SA_1411,0,0,1,1,2,0
RES-010518,SA_1412,0,0,1,0,1,0
RES-010525,SA_1413,0,0,0,0,0,1
RES-010532,SA_1414,0,0,0,0,0,1
RES-010537,SA_1415,1,1,1,1,4,0
RES-010545,SA_1416,0,0,0,0,0,1
RES-010548,SA_1417,0,1,1,1,3,0
RES-010550,SA_1418,0,0,0,0,0,1
RES-010557,SA_1419,0,0,0,0,0,1
RES-010563,SA_1420,0,0,1,0,1,0
RES-010567,SA_1421,1,0,1,1,3,0
RES-010580,SA_1422,0,0,0,0,0,1
RES-010590,SA_1423,0,0,0,0,0,1
RES-010598,SA_1424,0,1,0,0,1,0
RES-010606,SA_1425,1,1,1,0,3,0
RES-010607,SA_1426,0,1,0,0,1,0
RES-010608,SA_1427,0,0,0,0,0,1
RES-010611,SA_1428,0,0,0,0,0,1
RES-010616,SA_1429,0,0,0,1,1,0
RES-010621,SA_1430,0,0,0,0,0,1
RES-010625,SA_1431,0,0,0,0,0,1
RES-010626,SA_1432,0,0,1,0,1,0
RES-010638,SA_1433,0,0,0,0,0,1
RES-010640,SA_1434,0,0,0,0,0,1
RES-010643,SA_1435,1,1,1,1,4,0
RES-010648,SA_1436,1,1,1,1,4,0
RES-010649,SA_1437,1,1,1,1,4,0
RES-010652,SA_1438,0,0,0,0,0,1
RES-010659,SA_1439,0,0,0,0,0,1
RES-010660,SA_1440,0,0,0,0,0,1
RES-010675,SA_1441,0,0,0,0,0,1
RES-010690,SA_1442,1,1,0,0,2,0
RES-010699,SA_1443,0,1,0,0,1,0
RES-010712,SA_1444,0,0,0,0,0,1
RES-010716,SA_1445,0,0,0,0,0,1
RES-010717,SA_1446,0,0,0,0,0,1
RES-010725,SA_1447,0,0,0,0,0,1
RES-010726,SA_1448,0,0,1,0,1,0
RES-010729,SA_1449,0,0,1,0,1,0
RES-010731,SA_1450,1,1,0,1,3,0
RES-010733,SA_1451,0,0,0,0,0,1
RES-010738,SA_1452,1,0,1,1,3,0
RES-010749,SA_1453,0,0,0,0,0,1
RES-010765,SA_1454,0,0,0,0,0,1
RES-010768,SA_1455,1,1,1,0,3,0
RES-010770,SA_1456,0,0,0,0,0,1
RES-010772,SA_1457,1,1,0,0,2,0
RES-010779,SA_1458,1,0,1,0,2,0
RES-010782,SA_1459,0,0,1,0,1,0
RES-010783,SA_1460,0,1,1,0,2,0
